id,is_relevant,target,source,action,action_type,location,date,country,year,news,target_group,action_group,source_group
31998,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],pakistan,2016,"A bullet riddled dead body, identified as that of an alleged criminal Muhammad Aslam (35), was found near Coast Guard Road in Korangi Town on September 2, reports The News. Zaman Town Station House Officer (SHO) Raheem Khan said that the victim was a criminal.",['Not categorized'],['NotSpecified'],['Unknown ']
32168,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],pakistan,2016,"A bullet riddled dead body, identified as that of Wali Mohammad, was recovered from a water tank in Sohbatpur District on October 11, reports Daily Times.",['Not categorized'],['NotSpecified'],['Unknown ']
26534,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Army Chief General Dalbir Singh Suhag on February 25 slammed Pakistan for giving “candid support” to terror groups like Jaish e Mohammad (JeM) and Lashkar e Taiba (LeT) as he called on the international community to join hands in combating the menace, reports Daily Excelsior. Days after suspected LeT operatives struck in Pampore in Jammu and Kashmir, Suhag hit out at Pakistan, saying, “Terrorist groups like LeT and JeM get candid support from across our western borders.” The attack at Pampore left three Army personnel dead, including two Captains of the Special Forces. Two Central Reserve Police Force (CRPF) personnel, too, were killed by three heavily armed “foreign” terrorists who were shot dead after a fierce 48 hour long gun battle. At a seminar organised by Army think tank Centre for Land Warfare Studies (CLAWS), Suhag also said that the spreading influence of Islamic State (IS), in particular through social and other forms of media, has thrown up challenges of global and regional security. “What is worrying is that these groups can no longer be dismissed as regional manifestations of violence,” he said. Noting that such jihadist outfits take advantage of the international connected systems of finance, commerce and transit to stay flexible and reach any part of the globe, Suhag said it was “necessary for international community to fight this menace as one by sharing of intelligence and adoption of training techniques from each other”.",['Not categorized'],['NotSpecified'],['Unknown ']
32966,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],nepal,2016,"The Government has expedited preparations to register a draft bill that seeks to amend four provisions of the Constitution in the parliament on November 27, reports My Republica on November 26. The Government’s move comes in the wake of the efforts of Prime Minister (PM) Pushpa Kamal Dahal and other leaders of ruling parties failing to bring the main opposition party, Communist Party of Nepal Unified Marxist Leninist (CPN UML) onboard the constitution amendment process. Minister for Physical Planning and Infrastructure Ramesh Lekhak informed that ruling parties discussed the content of the draft amendment bill on November 25. “We hope to finalize the amendment bill by tomorrow Saturday . An amendment proposal will be registered in parliament on Sunday,” Minister Lekhak said. PM Dahal had invited Law Secretary and other secretaries at the Prime Minister’s Office to his official residence in Baluwatar on November 25, to prepare draft amendment bill as per the informal understanding reached with the agitating Madhesh based political parties. “Prime Minister Dahal is scheduled to hold further discussions with the agitating Madhes based political parties on Saturday,” said Prime Minister Dahal’s press coordinator Govinda Acharya.",['Not categorized'],['NotSpecified'],['Unknown ']
28771,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Authorities imposed curfew in two Southern Districts and restrictions in parts of Anantnag and Srinagar as shutdown and curfew paralysed life for 24th consecutive day on August 1, reports Daily Excelsior. Curfew remained in place in two Districts including Kulgam, Pulwama and Imam Sahib, Shopian while restrictions were imposed in Anantnag town and in parts of Srinagar to thwart any protests against the civilian killings in Kashmir. A large contingent of Police and paramilitary Central Reserve Police Force (CRPF) were deployed in curfew and restriction bound areas to thwart protests. Police and CRPF blocked the roads by erecting concertina and barbed wires. Reports reaching here from Srinagar, Ganderbal, Kulgam, Anantnag, Shopian, Baramulla, Kupwara and Bandipora Districts suggested that clashes took place between Security Forces (SFs) and protesters at several places in which at least 40 people including a CRPF personnel were injured. Police and SFs fired tear smoke shells to disperse the protesters during which 15 protesters and 25 SF personnel including Commanding Officer of CRPF were injured.",['Not categorized'],['NotSpecified'],['Unknown ']
28269,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"An encounter took place between the security personnel and the Maoists inside a forest at Gorabandha in Ghatsila SubDivision of East Singhbhum District on July 2, reports The Indian Express. East Singhbhum Superintendent of Police (SP), (Rural), Md Arshi said the encounter took place when security personnel from Central Reserve Police Force (CRPF) and District Armed Police were on an antiMaoist operation in the area. They had launched a search operation at Dangra Pahar on being informed about a Maoist camp there. The encounter lasted for an hour. Later, the security personnel demolished the Maoist camp and recovered two can bombs and 15 detonators. A binocular, a walkietalkie charger, a flash gun, two radios, nine plastic tents, five Maoist uniforms, 15 empty cartridges, a printer cartridge, utensils and other items of daily use were also found.",['Not categorized'],['NotSpecified'],['Unknown ']
25102,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],bangladesh,2016,"Police in overnight drives arrested two activists of Jamaat e Islami (JeI) in Lohagara sub District of Chittagong District on February 10, reports The Daily Star. The arrestees are Zia Uddin (28) and Mohamad Alamgir (28). Police said that the duo is accused in cases filed in connection with subversive activities.",['Not categorized'],['NotSpecified'],['Unknown ']
26069,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,In another search operation Maoist literature items of daily use ammonium nitrate and battery connectors used for explosions were recovered by Police in Kathikund in Dumka District on January 24 reports The Telegraph SP Vipul Shukla said they were carrying out search operations in different parts of the District for the last four days,['Not categorized'],['NotSpecified'],['Unknown ']
25190,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],bangladesh,2016,"Two Jamaat e Islami (JeI) activists were arrested from a brick kiln at Kendbona village in Chapai nawabganj District on March 28, reports The Daily Star. The arrestees are Keramat Ali (60) and Anwar Hossain (39). Police recovered seven bombs from them.",['Not categorized'],['NotSpecified'],['Unknown ']
31574,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],pakistan,2016,"A dead body of an unidentified man was found in the Gulbahar area of Liaquatabad Town of Karachi, the provincial capital of Sindh on May 11, reports Dawn. Gulbahar Station House Officer (SHO) Ghulam Asghar Abbasi said that from his appearance the victim looked Baloch.",['Not categorized'],['NotSpecified'],['Unknown ']
32112,True,"['soldiers', 'troops']",['suspected militants'],['fire'],['Armed Assault'],['Afghanistan'],['September 26'],pakistan,2016,"Pakistani troops deployed at the Salala Post in Mohmand Agency on September 26 returned fire after coming under attack by suspected militants based in Afghanistan, reports The News. Official sources said the Pakistani soldiers didn’t suffer any losses or damage to property.","['Military', 'Military']",['fire'],['Attackers']
31288,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],pakistan,2016,"At least 21 militants were killed in fresh airstrikes and ground operations in the Shawal Valley of North Waziristan Agency (NWA) in Federally Administered Tribal Areas (FATA) on March 8 where the military is conducting the last phase of Operation Zarb e Azb, reports The Express Tribune. The military claims to have gained control of strategic positions along the Pakistan Afghanistan border in the snow covered mountainous regions of NWA. Administration officials said the air raids targeted hideouts of militants while ground troops were going ahead with a cleansing operation in the area. Chief military spokesman Lieutenant General Asim Saleem Bajwa wrote on Twitter that helicopter gunships carried out the strikes, which began Monday night and continued into Tuesday. “Operations continue as important heights and passes along the Pak Afghan border are secured. The valley’s sanitisation is in progress,” he wrote on the micro blogging website. “Ground forces continue their hunt for fleeing terrorists through chase, cordon and search operations.”",['Not categorized'],['NotSpecified'],['Unknown ']
29662,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,A Garo National Liberation Army GNLA militant identified as Balmit Marak alias Merek was killed in an encounter with Police at Dawa Nengjata village near Williamnagar in East Garo Hills District on September 30 morning reports The Sentinel According to Police there were around 20 militants of the GNLA at the time of the encounter which took place around 5 30 am Police recovered an INSAS in cocked condition five magazines 49 live rounds five live 7 62 mm sniper ammo 15 303 live ammo AK ammo empty case of 303 blank cartridge 4 charger clips a hand grenade seven 3 7 volt LI ion battery and GNLA ID card of Morek Ch Marak from the site “The militants were taking shelter there and the encounter between the SWAT team and GNLA cadres lasted for about 15 20 minutes The cadres fled after the encounter and the police have launched combing operations to track them ” said Police adds The Assam Tribune,['Not categorized'],['NotSpecified'],['Unknown ']
26532,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"A joint team of Army and Police arrested three I.K. Songbijit faction of the National Democratic Front of Bodoland (NDFB IKS) militants, identified as Bhubneswar Boro (36), Sarjib Basumatary (27) and Lepho Boro (30) from Barimakha village near Mochalpur in Baksa District on February 25, reports The Sentinel. Two AK 47 rifles, one 9mm pistol along with ammunition were also recovered from the militants. The three militants were involved in extortion, arms smuggling and other nefarious and anti national activities, Army official said. All three militants were handed over to Barbari Police for further investigation.",['Not categorized'],['NotSpecified'],['Unknown ']
29787,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"As many as 22 airports across the country, including civil airports in India s western states and other important ones like those in Delhi, Hyderabad and Bengaluru, have been put on a high alert as part of heightened security arrangements in the wake of surgical strikes by the Indian Army on terror camps in Pakistan occupied Kashmir (PoK), India Today reports on October 7. Airports in Jaipur, Ahmedabad, Mumbai, Delhi, Hyderabad and Bengaluru have been asked to step up vigil and security to tackle any attack or sabotage. There have been intelligence inputs, warning of a terror strike. Elaborate security arrangements have been made to thwart any terror bid.",['Not categorized'],['NotSpecified'],['Unknown ']
30463,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Based on specific information Dimapur Police conducted a covert operation and arrested three militants of different organizations from Dimapur Railway Station in Dimapur District on November 25, reports Nagaland Post. The arrested militants were identified as ‘private’ Swosilang Durga of I.K. Songbijit faction of the National Democratic Front of Bodoland (NDFBIKS), Likarson Sangma cadre of Liberation of Achik Elite Force (LAEF), and ‘Leacy’ Nagaho Awomi of Khaplang faction of National Socialist Council of Nagaland (NSCNK).",['Not categorized'],['NotSpecified'],['Unknown ']
28820,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Meanwhile, a self styled ‘area commander’ of United Peoples Liberation Army (UPLA) Angjok Teron was arrested in a joint operation conducted by the Army and Hamren Police inside general area of Bhoksong under Baithalangso Police Station in Karbi Anglong District on August 4, reports Nagaland Post. One 7. 65 mm country made pistol along with 3 live rounds of ammunition and a large number of documents belonging to UPLA were recovered from him.",['Not categorized'],['NotSpecified'],['Unknown ']
27072,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"One dead body of a non Naga male around 40 years of age was recovered at Railway Bazaar in Dimapur District on April 8, reports Nagaland Post. Public Relations Officer (PRO) Dimapur Police informed family, relatives and friends of the deceased to claim the dead body.",['Not categorized'],['NotSpecified'],['Unknown ']
28325,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,An arrested operative of al Qaeda s India wing identified as Mohammed Abdul Azhar was in touch with Pakistani jihadi outfits since the mid 1990s and was aware of Jaish e Mohammed s JeM plan to free terrorist leader Maulana Masood Azhar from jail a Delhi Police charge sheet says India Today reports on July 7 Rehman was told by a Pakistani terrorist in 1999 that 10 JeM militants were in Nepal ready to strike to secure Azhar s release Days later the Indian Airlines flight IC 814 was hijacked from Nepal s Kathmandu city and taken to Kandahar in Afghanistan The Indian government was forced to exchange the JeM chief with the passengers who were taken hostage Intelligence agencies remained clueless about Rehman and several others like him who had a free run for nearly two decades Giving Indian sleuths the slip they travelled to Pakistan for terror training returned and got involved in radicalising and influencing youths for jihad Some of them also played host to Pakistani extremists on occasions who had come to carry out strikes The syndicate was finally neutralised in 2015 While five are in custody 12 are still on the run Sources say many of them may be running other al Qaeda sleeper cells while some are suspected to be in Pakistan and Afghanistan including Sana Ul Haq the module s leader The reports come at a time when the al Qaeda in the Indian Subcontinent AQIS group urged Indian Muslims this week to revolt and carry out lone wolf attacks to kill government and security officials,['Not categorized'],['NotSpecified'],['Unknown ']
32862,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],nepal,2016,"Madhes based parties have expressed dissatisfaction with Prime Minister (PM) Pushpa Kamal Dahal over the delay in moving forward with the amendment of the Constitution while some of their leaders even threatened to withdraw their support from the Government, reports Republicaon September 15. During a meeting with the PM on September 14, leaders of the United Democratic Madhesi Front (UDMF) and the Federal Alliance (FA) expressed dissatisfaction over the PM not organizing even a single meeting to formally discuss the matter of constitutional amendment. I told the PM clearly that we had voted for him in the prime ministerial election as he had agreed to address the demands of the Madhes movement and amend the Constitution. However, he is yet to hold a single meeting with the UDMF regarding this issue. Therefore, I told him that we cannot continue our support to the government if he keeps on delaying in this regard, said Anil Jha, chairman of Nepal Sadbhavana Party (NSP).Meanwhile, PM Pushpa Kamal Dahal told leaders of the UDMF and FA that if the current coalition Government failed to address the agenda of Madhesis and Janajatis, its relevance would end, reports The Himalayan Times. Tarai Madhes Democratic Party (TMDP) leader Sarvendranath Shukla, who attended the meeting, said the PM also told the leaders of agitating forces that he was aware that his Government should succeed in addressing the issues of Madhesis and Janajatis. “If this coalition government fails to address the issues of Madhesis and Janajatis that would mark the failure of 60 per cent of force of the Parliament. No other force can address the issues of Madhesis and Janajatis,” Shukla quoted the PM as saying at a UDMF meeting held ahead of PM’s India visit.",['Not categorized'],['NotSpecified'],['Unknown ']
26340,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"The attempt on the part of the suspected Garo National Liberation Army (GNLA) United Liberation Front of Asom (ULFA) combine to attack the Police personnel in Resubelpara in North Garo Hills District was foiled, following the recovery of Improvised Explosive Devices (IEDs) and arrest of a person by a joint team of both Assam and Meghalaya Police from Goalpara District of Assam on February 10, reports The Shillong Times. Police sources said that GNLA ‘area commander’ Philiport D Shira and Deputy ‘commander in chief’ of ULFA Drishti Rajakhowa had a plan to target both Meghalaya and Assam Police personnel by placing powerful remote controlled IEDs in three junctions between Resubelpara and Krishnai on January 26 and also after the church function. Police came to know about this development when one Pintu Ch Marak, a former Achik National Volunteer Council (ANVC) member, who later joined GNLA under Philiport, surrendered before the Police in North Garo Hills District without arms. Based on the revelation of the cadre, one Malsing R Marak was arrested on the outskirts of Resubelpara and three remote controlled IEDs and gelatins sticks were recovered from a house at Kalaring village adjacent to the forest area of Dorenkitip in Assam. Later, all the IEDs were defused by a bomb disposal team of Meghalaya Police.",['Not categorized'],['NotSpecified'],['Unknown ']
32566,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],nepal,2016,"Former President Ram Baran Yadav talking to media person at Biratnagar airport in Morang District on March 17 said that all political parties should unite to end political deadlock, reports Republica. He said that it would be difficult to end political stalemate unless major political parties come together. He viewed that the Constitution promulgated through democratic means should be a base to give an outlet to the country. He also said that all political parties including ruling parties, Nepali Congress (NC) and Madhes based political parties should stand together for the implement of the Constitution a as well as formulation of new act and laws.",['Not categorized'],['NotSpecified'],['Unknown ']
29506,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Army and Police raided Sangarwani forest area in Pulwama District on September 20, after inputs that five eight militants of Jaish e Mohammad (JeM) outfit are inside the forest area, reports Daily Excelsior. As the Security Forces cordoned off the area, militants fled leaving behind some food stuff.",['Not categorized'],['NotSpecified'],['Unknown ']
25344,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],bangladesh,2016,"Police arrested 18 cadres of Islami Chhatra Shibir (ICS), the student wing of Jamaat e Islami (JeI) from a coaching centre in Kushtia District on June 18, reports The Daily Star. On secret information, the Police raided ICS run Famous Coaching Center in Kushtia town and arrested the 18 when they were holding a clandestine meeting.",['Not categorized'],['NotSpecified'],['Unknown ']
28587,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Three alleged Communist Party of IndiaMaoist (CPIMaoist) cadres were arrested by the Q branch Police of Tamil Nadu on July 21 from Karur and Kancheepuram Districts, reports The New Indian Express. They were identified as Reena Joyce Mary (32), Kala alias Janaki (53) and Chandra (52). Sources said a Police team traced Reena who was found working in a textile factory at Padapai on July 21 evening. Based on the information given by her, another Police team traced Kala and Chandra living in a rented house at Vengamedu in Karur District. Reena was a suspect in a 2008 encounter between the Police and the Maoists at Kodaikanal. She was also one of the Maoists arrested in an operation at Uthangarai in 2002. One of them swallowed a piece of paper on seeing the Police, onlookers said adding she also shouted proMaoist slogans.",['Not categorized'],['NotSpecified'],['Unknown ']
27328,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Army launched a massive operation in North Kashmir’s Kupwara forests, after reports of infiltration of a militant group in the area from Pakistan occupied Kashmir (PoK), reports Daily Excelsior on April 27. Army received inputs that at least 10 militants of Lashkar e Toiba (LeT) have infiltrated into the forests of Budnambal during the intervening night of April 18 and 19. Sources said that for last four days, Army is conducting massive combing operations in the forest area so that these militants don’t come out of the forests and are tackled there only. Sources said that the Budnambal search operation has been closed on April 26, while Army’s 28 Rashtriya Rifles (RR), 18 RR and Special Operations Group (SOG) of Police, Kupwara, has launched another operation against them in Patushai, Kantpora and Shumbreyal forest areas.",['Not categorized'],['NotSpecified'],['Unknown ']
28709,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Pro Talks faction of United Liberation Front of Asom (ULFA PTF) ‘general secretary’ Anup Chetia on July 28 admitted that it was a mistake on its part to have killed social worker Sanjoy Ghosh in 1997and killing of innocent people, reports The Sentinel. Interacting with reporters at Guwahati Press Club in Guwahati, Chetia said that the killing of rural development activist Ghosh were “mistakes on the part of the ULFA”. Ghosh of NGO (non governmental organization) AVARD NE, along with a colleague of his, were abducted by ULFA on July 4, 1997 from the river island of Majuli where they were working for community health and development. His colleague managed to escape but Ghosh was killed. Chetia said that ULFA is also somehow responsible for the killing of journalist Parag Kr Das.Taking on the Jamaat ul Mujahideen Bangladesh (JMB) and Islamic State (ISIS) threat to Assam, Chetia said, “When I was in Bangladesh jail, I met some top JMB leaders there who had told me that they want to set up base in Assam. They even told that some JMB operatives were taking shelter in Assam.”",['Not categorized'],['NotSpecified'],['Unknown ']
27718,True,['vehicles'],['Maoists'],['torched'],['Facility/Infrastructure Attack'],['Dumka'],['May 21'],india,2016,"in another incident, on May 21, Maoists torched three vehicles of a stone crusher unit in Dumka District allegedly because they were not paid the levy money they demanded, reports The New Indian Express.",['Transportation'],['torched'],['Communist Party of India Maoist (CPI Maoist)']
31313,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],pakistan,2016,"Two Al Qaeda in the Indian Subcontinent (AQIS) militants, who were killed on March 12, 2016, in an encounter in Quaidabad area of Bin Qasim Town, were planning a suicide attack at Drigh Road Railway Station to target ordnance supply to the military, said Additional Inspector General of the Counter Terrorism Department (CTD) Dr Sanaullah Abbasi on March 14, reports Dawn. The AQIS had done complete reconnaissance and prepared a suicide bomber and a vehicle to hit the target, as arms were being brought from the Wah ordnance factory to Karachi by train or road in a military container for their onward supply to the Malir cantonment.",['Not categorized'],['NotSpecified'],['Unknown ']
32435,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],nepal,2016,"Earlier, UDMF in a press release signed by Federal Socialist Forum Nepal (FSF N) Chairman Upendra Yadav, Tarai Madhes Democratic Party (TMDP) Chairman Mahantha Thakur, Tarai Madhes Sadbhawana Party (TMSP) Chief Mahendra Raya Yadav and Sadbhawana Party (SP) Co chairman Laxman Lal Karna announced fresh protest programmes besides other forms of protest, including blockade of border entry points, reports The Himalayan Times on January 9. “Twenty five formal and informal talks have been held, but the government has not been serious,” the front said in its release.",['Not categorized'],['NotSpecified'],['Unknown ']
25047,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],bangladesh,2016,"Two Jamaat e Islami (JeI) leaders were arrested in Meherpur and Narail Districts on January 9, reports Dhaka Tribune. In Meherpur District, Mohammad Farooq Hossain, secretary of District unit of JeI was arrested by Police on various charges from his village home. In Narail District, the Nayeb e Ameer (Deputy Chief) of Lohagara JeI Badsha Miah (45) was arrested from Baka village. A number of cases, including charges of sabotage, are pending against him, Police said.",['Not categorized'],['NotSpecified'],['Unknown ']
32330,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],pakistan,2016,"Terrorismstricken parts of the Federally Administered Tribal Areas (FATA) require special attention of the government for their development but they appear to be the least priority of the authorities concerned, Dawn reports on November 28. This is the gist of a special report by a subcommittee of the Senate’s Standing Committee on States and Frontier Regions released on November 25. FATA people were initially tormented by terrorism and now by a stepmotherly attitude of the government, the report said.",['Not categorized'],['NotSpecified'],['Unknown ']
30922,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,In a notification issued on December 30 the Government of India GoI invoked the Armed Forces Special Powers Act AFSPA for another six month saying the area comprising the whole of State of Nagaland is in such a disturbed and dangerous condition that the use of Armed Forces in aid of the civil power is necessary reports The Morung Express In November last year itself the Centre had made it clear that the AFSPA 1958 will not be repealed any time soon,['Not categorized'],['NotSpecified'],['Unknown ']
26125,True,['contractor'],['Unidentified militants'],"['exploded', 'Improvised Explosive Device', 'IED']",['Bombing/Explosion'],['Yaiskul Sougaijam Leirak'],['January 27'],india,2016,"Unidentified militants exploded a bomb at the residence of a contractor of Government’s Pradhan Mantri Gram Sadak Yojana (PMGSY) scheme, Sinam Dijen in Yaiskul Sougaijam Leirak Nambul Mapal under Imphal Police Station on January 27, reports The Sangai Express. However, no casualties were reported. According to the available information, the bomb is suspected to be an Improvised Explosive Device (IED).A head constable, identified as Thounaojam Herojit Singh, who had claimed to have killed Chungkham Sanjit, a former militant, in a controversial case on July 23, 2009 on the orders given by the then Additional Superintendent of Police (ASP), Imphal West, Akoijam Jhalajit Singh, disappeared after he boarded an Imphalbound flight at Delhi Airport on January 27, reports The Telegraph. His family members fear that he could have been abducted by unidentified suspects after landing at Imphal airport on the same day.",['Private Citizens and Property'],"['exploded', 'IED', 'IED']",['Attackers']
30786,True,['Army jawan'],['NotSpecified'],"['explosion', 'injuries']",['Bombing/Explosion'],['Poonch'],['December 19'],india,2016,"An Army jawan suffered serious injuries in a land mine explosion near the Line of Control (LoC) in Mendhar sector of Poonch District on December 19, reports Daily Excelsior. Official sources said that Sepoy Mohinder Singh of 21 Punjab was deployed at a forward post. During patrol at Fagwari Galli, he over stepped a mine, resulting into massive blast. His right foot was blown up and legs sustained severe inquiries.",['Military'],"['exploded', 'injured']",['Unknown ']
30169,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Counter Intelligence wing in Amritsar arrested one person, identified as Manoj Kumar, resident of Batala, for printing and circulating of Fake Indian Currency Notes (FICN), reports The Times of India. Wing s officials also recovered INR 10,700 FICN from his possession. Giving details, Inspector General of Counter Intelligence (Amritsar) MF Farooqui said that following a tip off, Manoj was coming to Amritsar for supplying a consignment of fake Indian currency notes, the police laid a trap and apprehended him. He said that they had recovered FICN along with a printer. He said that a case under Section 489 AB and C of the Indian Penal Code (IPC) had been registered.",['Not categorized'],['NotSpecified'],['Unknown ']
31231,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],pakistan,2016,"Twenty four militants were reportedly killed in airstrikes by the Pakistan Air Force (PAF) jet fighters in the Dattakhel subdivision of North Waziristan Agency (NWA) in Federally Administered Tribal Areas (FATA) on February 23, reports The News. Security officials said the aircraft started bombing the suspected militant positions early in the day, destroying eight sanctuaries in the remote and mountainous Shawal Valley of the Dattakhel subdivision near the Afghan border. The sources said that some of the sanctuaries established by the militants in Alwara, Khar Tangi and Maizar areas of Dattakhel were targeted by the airstrikes.",['Not categorized'],['NotSpecified'],['Unknown ']
28519,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Islamic State (IS) operatives in India had approached Naxalite groups to understand their modus operandi for perpetrating terror and were also planning to buy firearms from them, according to National Investigation Agency (NIA) chargesheet, The Times of India reports on July 19. The accused persons contacted naxalites to understand their modus operandi in committing terror acts and they also had plans to buy weapons from the naxalites, NIA stated. The NIA said that the two accused people had turned approvers and have been granted conditional pardon by the trial court.",['Not categorized'],['NotSpecified'],['Unknown ']
29420,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"A joint team of Indo Tibetan Border Police (ITBP) and District Police detected a pipe bomb that was planted by Maoists in Khadgaon Police Station limits in Rajnandgaon District on September 15, reports The Pioneer. According to the Police, the joint team of ITBP and District Police had started from Khadgaon Police Station on a search operation. The team detected a pipe bomb planted by Maoists on the way leading to Godavari mine from Dorba. The bomb weighing about 10 kilograms was planted by Maoists was defused by BDS (bomb disposal squad) team, Police said.",['Not categorized'],['NotSpecified'],['Unknown ']
29120,True,"['Security Forces', 'SFs']","['Communist Party of India Maoist', 'CPI Maoist']","['killed', 'fire']",['Armed Assault'],['Sukma'],['August 24'],india,2016,"A Communist Party of India Maoist (CPI Maoist) cadre was on August 24 killed in an exchange of fire with Security Forces (SFs) personnel in Sukma District, reports PTI. The skirmish took place near Ponga Bhejji village when a joint team of Special Task Force (STF) and district force was out on an anti Maoist operation in Dornapal Police Station area, Sukma Superintendent of Police (SP) Indira Kalyan Elesela said. During searches, the body of a male Maoist clad in a uniform was recovered along with one automatic pistol and one muzzle loading gun, the SP added. The identity of the Maoist is yet to be established as operation is still underway in the region.","['Military', 'Military']","['killed', 'fire']","['Communist Party of India Maoist (CPI Maoist)', 'Communist Party of India Maoist (CPI Maoist)']"
29037,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"Expressing its “vulnerability”, Maldives has sought India’s assistance in key area of counter terrorism and the Chief of its National Counter Terrorism Centre (NCTC) will travel to India from August 29 to discuss the specific requirements in this regard, reports Financial Express. Maldivian Foreign Minister Mohamed Asim also described India as a “solid friend” and assured that Maldives will not undertake any activity that will jeopardise security of the Indian Ocean. The request by Maldives for intelligence sharing, capacity building and skill development assumes significance in view of increasing threat from Islamic State (IS) and reports of radicalisation of Maldivian youth with the government there maintaining that about 50 locals have joined IS. “Because of our small size, we are very venerable and we have sought India’s help in strengthening our mechanisms to tackle threats of terrorism,” Asim said.",['Not categorized'],['NotSpecified'],['Unknown ']
30465,False,['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],['NotSpecified'],india,2016,"In a separate incident, a team of Imphal East District Police commandos conducted a search operation in and around Mantripukhri area and arrested one active member ofNoyon faction of Kangleipak Communist Party (KCP N) on November 25, reports E pao.The arrested member has been identified as Md Ramijuddin (25), of Labuk Leikai, Moreh in Chandel District and at present living in Friends Colony, Mantripukhri in Imphal West District. Incriminating articles were also seized from his possession.",['Not categorized'],['NotSpecified'],['Unknown ']
